CONDITION,CHEST_PAIN,COUGH,DEHYDRATION,DIARRHEA,FEVER,HEADACHE,KOPLIK_SPOTS,MUSCLE_ACHES,NECK_STIFFNESS,PHOTOPHOBIA,RASH,RESPIRATORY_DISTRESS,RUNNY_NOSE,SNEEZING,STOMATITIS,VOMITING,WHEEZING
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Influenza,0,3,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
Pneumonia,1,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Influenza,0,3,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Pneumonia,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Common Cold,0,2,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Pneumonia,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Influenza,0,3,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Asthma,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Pneumonia,1,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Common Cold,0,3,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Influenza,0,2,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Meningitis,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Asthma,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
Common Cold,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0
Common Cold,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Meningitis,0,0,0,0,3,2,0,0,3,2,0,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Hand-Foot-Mouth Disease,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Meningitis,0,0,0,0,2,3,0,0,3,2,0,0,0,0,0,0,0
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Pneumonia,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Pneumonia,2,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Common Cold,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Meningitis,0,0,0,0,3,2,0,0,3,1,0,0,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Chickenpox,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
Meningitis,0,0,0,0,3,3,0,0,2,3,0,0,0,0,0,0,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Gastroenteritis,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Gastroenteritis,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
Common Cold,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Influenza,0,3,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0
Measles,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0
Meningitis,0,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0
Meningitis,0,0,0,0,3,3,0,0,3,2,0,0,0,0,0,0,0
Measles,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Meningitis,0,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Gastroenteritis,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Influenza,0,2,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Hand-Foot-Mouth Disease,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0
Common Cold,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Pneumonia,2,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
Influenza,0,3,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0
Influenza,0,2,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0
Meningitis,0,0,0,0,3,3,0,0,3,2,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Influenza,0,3,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0
Meningitis,0,0,0,0,2,3,0,0,3,2,0,0,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
Measles,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
Measles,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Measles,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
Common Cold,0,3,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
Gastroenteritis,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0
Measles,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Pneumonia,3,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Measles,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0
Pneumonia,2,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Meningitis,0,0,0,0,2,3,0,0,3,1,0,0,0,0,0,0,0
Common Cold,0,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0
Measles,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0
Measles,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Pneumonia,1,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0
Gastroenteritis,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Common Cold,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Influenza,0,2,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0
Gastroenteritis,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Pneumonia,2,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Measles,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0
Common Cold,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Pneumonia,1,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Influenza,0,3,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Meningitis,0,0,0,0,3,3,0,0,2,3,0,0,0,0,0,0,0
Influenza,0,3,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
Influenza,0,3,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Meningitis,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Common Cold,0,1,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Common Cold,0,3,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0
Influenza,0,2,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Pneumonia,2,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0
Gastroenteritis,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Meningitis,0,0,0,0,3,3,0,0,2,3,0,0,0,0,0,0,0
Influenza,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0
Common Cold,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
Influenza,0,2,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Meningitis,0,0,0,0,2,3,0,0,3,1,0,0,0,0,0,0,0
Gastroenteritis,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Influenza,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Gastroenteritis,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Influenza,0,2,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Pneumonia,2,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
Measles,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0
Common Cold,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Pneumonia,3,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Influenza,0,3,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Common Cold,0,1,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0
Bronchiolitis,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Hand-Foot-Mouth Disease,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0
Asthma,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Meningitis,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Pneumonia,3,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Measles,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0
Common Cold,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Meningitis,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0
Meningitis,0,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,0
Meningitis,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Influenza,0,3,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0
Meningitis,0,0,0,0,3,2,0,0,2,2,0,0,0,0,0,0,0
Meningitis,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0
Meningitis,0,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Influenza,0,3,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0
Gastroenteritis,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Pneumonia,3,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
Pneumonia,1,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0
Pneumonia,2,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Influenza,0,3,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Gastroenteritis,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Influenza,0,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0
Pneumonia,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
Pneumonia,2,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Influenza,0,2,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0
Influenza,0,2,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Meningitis,0,0,0,0,3,3,0,0,3,1,0,0,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Meningitis,0,0,0,0,3,3,0,0,3,1,0,0,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Influenza,0,3,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0
Meningitis,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0
Common Cold,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
Gastroenteritis,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Gastroenteritis,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Pneumonia,3,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Meningitis,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Common Cold,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Influenza,0,3,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0
Pneumonia,2,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Measles,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
Common Cold,0,3,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0
Pneumonia,3,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Common Cold,0,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
Influenza,0,3,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
Chickenpox,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Meningitis,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Common Cold,0,2,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0
Common Cold,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Asthma,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Gastroenteritis,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Pneumonia,2,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Gastroenteritis,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Common Cold,0,3,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0
Meningitis,0,0,0,0,3,2,0,0,3,1,0,0,0,0,0,0,0
Chickenpox,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Common Cold,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Pneumonia,1,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
Measles,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Meningitis,0,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,0
Gastroenteritis,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0
Gastroenteritis,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
Chickenpox,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
Influenza,0,2,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0
Asthma,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Bronchiolitis,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
Asthma,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Chickenpox,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Meningitis,0,0,0,0,2,3,0,0,3,2,0,0,0,0,0,0,0
Pneumonia,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Common Cold,0,2,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0
Gastroenteritis,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Hand-Foot-Mouth Disease,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0
